"","av","bv","pv","av...bv"
"749",392,1609,0.681112660554043,2001
"750",419,1582,0.150603204937621,2001
"751",13,26,0.0287921062236707,39
"752",18,41,0.0310017911590635,59
"753",393,1608,0.660794083224133,2001
"754",403,1598,0.442265675267753,2001
"755",27,73,0.0499788232948057,100
"756",373,1628,0.938857405627559,2001
"757",16,37,0.0435687163713392,53
"758",402,1599,0.464382262507213,2001
"759",87,281,0.0458201619501184,368
"760",390,1611,0.720148574937026,2001
"761",5,6,0.0327934976,11
"762",392,1609,0.681112660554043,2001
"763",390,1611,0.720148574937026,2001
"764",35,99,0.0467864221168934,134
"765",389,1612,0.738774731153557,2001
"766",386,1615,0.79064475444227,2001
"767",15,34,0.043732556635041,49
"768",409,1592,0.315801182934282,2001
"769",12,25,0.0424277233054444,37
"770",413,1588,0.241456973896543,2001
"771",80,257,0.0489405295711364,337
"772",269,958,0.0493024617423386,1227
"773",398,1603,0.553402044504241,2001
"774",376,1625,0.915387973059641,2001
"775",25,65,0.0419402543505645,90
"776",4,4,0.033344,8
"777",383,1618,0.835982562000426,2001
"778",8,13,0.0321426630808751,21
"779",8,13,0.0321426630808751,21
"780",10,20,0.0492635173042126,30
"781",382,1619,0.849578467874578,2001
"782",417,1584,0.177941128142563,2001
"783",365,1636,0.977345137910332,2001
"784",399,1602,0.531202753679491,2001
"785",385,1616,0.806507097603778,2001
"786",377,1624,0.906236055071354,2001
"787",5,6,0.0327934976,11
"788",88,285,0.0468813772563653,373
"789",29,79,0.0468100241888239,108
"790",401,1600,0.486623333352149,2001
"791",159,546,0.0492563425149943,705
"792",397,1604,0.575449000831754,2001
"793",419,1582,0.150603204937621,2001
"794",8,14,0.0430526331781802,22
"795",7,11,0.0376634429053338,18
"796",388,1613,0.756753824871251,2001
"797",173,597,0.0474256775249872,770
"798",407,1594,0.356364123020496,2001
"799",11,22,0.0410883210235406,33
"800",50,150,0.0456391930027958,200
"801",403,1598,0.442265675267753,2001
"802",370,1631,0.956932858785809,2001
"803",389,1612,0.738774731153557,2001
"804",375,1626,0.923858425154646,2001
"805",395,1606,0.618817486564757,2001
"806",401,1600,0.486623333352149,2001
"807",407,1594,0.356364123020496,2001
"808",420,1581,0.138053662080905,2001
"809",415,1586,0.208252955116661,2001
"810",414,1587,0.224501730264263,2001
"811",382,1619,0.849578467874578,2001
"812",362,1639,0.98513294564146,2001
"813",6,9,0.04385438056448,15
"814",138,468,0.0484577670668895,606
"815",229,807,0.0486973173219458,1036
"816",362,1311,0.0498102104666431,1673
"817",384,1617,0.821623439477988,2001
"818",378,1623,0.896380143391661,2001
"819",371,1630,0.951456852789237,2001
"820",407,1594,0.356364123020496,2001
"821",358,1295,0.0488160245659386,1653
"822",384,1617,0.821623439477988,2001
"823",113,376,0.047749298071998,489
"824",402,1599,0.464382262507213,2001
"825",394,1607,0.640010194963003,2001
"826",391,1610,0.700913486690339,2001
"827",11,21,0.0327104339259924,32
"828",409,1592,0.315801182934282,2001
"829",402,1599,0.464382262507213,2001
"830",404,1597,0.420341167570075,2001
"831",38,108,0.0420705218125859,146
"832",393,1608,0.660794083224133,2001
"833",9,15,0.027342276238061,24
"834",176,609,0.0489898930034473,785
"835",389,1612,0.738774731153557,2001
"836",101,333,0.0494361824975107,434
"837",305,1093,0.0477266234261521,1398
"838",386,1615,0.79064475444227,2001
"839",5,6,0.0327934976,11
"840",16,36,0.0367871541520281,52
"841",6,9,0.04385438056448,15
"842",404,1597,0.420341167570075,2001
"843",104,343,0.0472011166848271,447
"844",387,1614,0.774052990060254,2001
"845",369,1337,0.0489884529730495,1706
"846",254,901,0.048648226077332,1155
"847",124,417,0.0494845605677078,541
"848",409,1592,0.315801182934282,2001
"849",378,1623,0.896380143391661,2001
"850",423,1578,0.104797849081733,2001
"851",59,182,0.0476908407165477,241
"852",39,111,0.0406097177376266,150
"853",388,1613,0.756753824871251,2001
"854",397,1604,0.575449000831754,2001
"855",398,1603,0.553402044504241,2001
"856",312,1120,0.0483833240420991,1432
"857",397,1604,0.575449000831754,2001
"858",379,1622,0.885800682640244,2001
"859",374,1627,0.93167249535299,2001
"860",421,1580,0.126243645856816,2001
"861",387,1614,0.774052990060254,2001
"862",381,1620,0.862410181386441,2001
"863",20,48,0.0356956763264849,68
"864",409,1592,0.315801182934282,2001
"865",195,680,0.0492847951253609,875
"866",386,1615,0.79064475444227,2001
"867",94,306,0.0452691318107538,400
"868",409,1592,0.315801182934282,2001
"869",390,1611,0.720148574937026,2001
"870",405,1596,0.398674435643595,2001
"871",380,1621,0.874481497060562,2001
"872",406,1595,0.377328692338248,2001
"873",363,1638,0.982840010386732,2001
"874",387,1614,0.774052990060254,2001
"875",405,1596,0.398674435643595,2001
"876",385,1616,0.806507097603778,2001
"877",377,1624,0.906236055071354,2001
"878",384,1617,0.821623439477988,2001
"879",384,1617,0.821623439477988,2001
"880",6,7,0.019405279232,13
"881",384,1617,0.821623439477988,2001
"882",56,171,0.046045052940742,227
"883",397,1604,0.575449000831754,2001
"884",374,1627,0.93167249535299,2001
"885",403,1598,0.442265675267753,2001
"886",402,1599,0.464382262507213,2001
"887",400,1601,0.508920006874197,2001
"888",396,1605,0.597276037395401,2001
"889",383,1618,0.835982562000426,2001
"890",381,1620,0.862410181386441,2001
"891",47,139,0.043325640166036,186
"892",417,1584,0.177941128142563,2001
"893",379,1622,0.885800682640244,2001
"894",422,1579,0.115162989304523,2001
"895",9,16,0.0361749880288391,25
"896",168,577,0.0448119744160339,745
"897",7,11,0.0376634429053338,18
"898",379,1622,0.885800682640244,2001
"899",405,1596,0.398674435643595,2001
"900",8,13,0.0321426630808751,21
"901",405,1596,0.398674435643595,2001
"902",382,1619,0.849578467874578,2001
"903",44,129,0.0444280053702679,173
"904",373,1628,0.938857405627559,2001
"905",55,167,0.0443314725651404,222
"906",396,1605,0.597276037395401,2001
"907",390,1611,0.720148574937026,2001
"908",399,1602,0.531202753679491,2001
"909",406,1595,0.377328692338248,2001
"910",408,1593,0.335837388688496,2001
"911",377,1624,0.906236055071354,2001
"912",386,1615,0.79064475444227,2001
"913",395,1606,0.618817486564757,2001
"914",405,1596,0.398674435643595,2001
"915",398,1603,0.553402044504241,2001
"916",337,1213,0.0460281737374957,1550
"917",254,900,0.0471449474548461,1154
"918",405,1473,0.0475439392066776,1878
"919",383,1618,0.835982562000426,2001
"920",425,1576,0.0861425601694875,2001
"921",401,1600,0.486623333352149,2001
"922",397,1604,0.575449000831754,2001
"923",28,75,0.0432225277431368,103
"924",98,319,0.0418448885898049,417
"925",426,1575,0.0778096834043992,2001
"926",396,1605,0.597276037395401,2001
"927",73,229,0.0405126932441091,302
"928",18,41,0.0310017911590635,59
"929",100,329,0.0484963214939802,429
"930",406,1595,0.377328692338248,2001
"931",400,1601,0.508920006874197,2001
"932",394,1607,0.640010194963003,2001
"933",401,1600,0.486623333352149,2001
"934",383,1618,0.835982562000426,2001
"935",401,1600,0.486623333352149,2001
"936",403,1598,0.442265675267753,2001
"937",428,1573,0.0630098564610942,2001
"938",394,1607,0.640010194963003,2001
"939",20,50,0.0476132907541665,70
"940",14,29,0.0297582447116389,43
"941",407,1594,0.356364123020496,2001
"942",399,1602,0.531202753679491,2001
"943",384,1617,0.821623439477988,2001
"944",393,1608,0.660794083224133,2001
"945",376,1625,0.915387973059641,2001
"946",8,14,0.0430526331781802,22
"947",390,1611,0.720148574937026,2001
"948",120,401,0.0464533803593289,521
"949",257,913,0.0497098557460079,1170
"950",8,14,0.0430526331781802,22
"951",379,1622,0.885800682640244,2001
"952",7,10,0.026657331511296,17
"953",355,1646,0.995002593643344,2001
"954",78,248,0.0437795939773846,326
"955",411,1590,0.277389055861765,2001
"956",46,136,0.0449396225750061,182
"957",9,17,0.0467742421777729,26
"958",4,4,0.033344,8
"959",403,1598,0.442265675267753,2001
"960",417,1584,0.177941128142563,2001
"961",411,1590,0.277389055861765,2001
"962",382,1619,0.849578467874578,2001
"963",408,1593,0.335837388688496,2001
"964",403,1598,0.442265675267753,2001
"965",364,1637,0.980253352020861,2001
"966",407,1594,0.356364123020496,2001
"967",428,1573,0.0630098564610942,2001
"968",387,1614,0.774052990060254,2001
"969",372,1629,0.945442102267396,2001
"970",6,8,0.0300353232896,14
"971",408,1593,0.335837388688496,2001
"972",4,4,0.033344,8
"973",413,1588,0.241456973896543,2001
"974",57,175,0.0477554847877261,232
"975",20,50,0.0476132907541665,70
"976",346,1655,0.999020454470683,2001
"977",24,62,0.0431026162137494,86
"978",393,1608,0.660794083224133,2001
"979",60,186,0.0493334605921195,246
"980",382,1619,0.849578467874578,2001
"981",414,1587,0.224501730264263,2001
"982",406,1595,0.377328692338248,2001
"983",387,1614,0.774052990060254,2001
"984",408,1593,0.335837388688496,2001
"985",373,1628,0.938857405627559,2001
"986",413,1588,0.241456973896543,2001
"987",399,1602,0.531202753679491,2001
"988",379,1622,0.885800682640244,2001
"989",377,1624,0.906236055071354,2001
"990",380,1621,0.874481497060562,2001
"991",404,1597,0.420341167570075,2001
"992",403,1598,0.442265675267753,2001
"993",11,22,0.0410883210235406,33
"994",389,1612,0.738774731153557,2001
"995",393,1608,0.660794083224133,2001
"996",398,1603,0.553402044504241,2001
"997",371,1630,0.951456852789237,2001
"998",6,9,0.04385438056448,15
"999",240,849,0.0497486105197298,1089
"1000",372,1629,0.945442102267396,2001
